PUCID_productype,PUCID_refined,New.Description,refined,personal_communal,indoor_outdoor,cluster,Prev_hh,Prev_hh_yes,Prev_M,Prev_F,Prev_child,Freq,Freq_CV,HT,HT_CV,AT,Mass,Mass_CV
HM.1800.010,#N/A,#N/A,0,Communal,,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM.1800.010,HM.1800.010.099.F,"roof , roof NOC",1,Communal,O,0,NA,1,0.8,0.2,0,0.05,1,360,0.6,0,5000,1
HM.1900.010,#N/A,#N/A,0,Communal,,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM.1900.010,HM.1900.010.099.F,"septic system , septic system NOC",1,Communal,I,0,NA,1,0.2,0.8,0,4,1,20,1,0,500,1
HM.2000.040,#N/A,#N/A,0,Communal,,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM.2000.040,HM.2000.040.040.F,"surface sealers , surface sealer exterior",1,Communal,O,0,NA,0.33,0.8,0.2,0,0.2,1,60,0.6,30,2250,1
HM.2000.040,HM.2000.040.050.F,"surface sealers , surface sealer spray",1,Communal,I,0,NA,0.33,0.2,0.8,0,1,1,30,1,30,100,1
HM.2000.040,HM.2000.040.099.F,"surface sealers , surface sealer NOC",1,Communal,I,0,NA,0.34,0.2,0.8,0,1,1,30,1,30,100,1
HM.2100.010,#N/A,#N/A,0,Communal,,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM.2100.010,HM.2100.010.099.F,"tiling , grout sealer NOC",1,Communal,O,0,NA,1,0.8,0.2,0,1,1,30,1,0,200,1
HM.2100.020,#N/A,#N/A,0,Communal,,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM.2100.020,HM.2100.020.099.F,"tiling , mortar or grout NOC",1,Communal,O,0,NA,1,0.8,0.2,0,0.2,1,360,0.6,0,15000,1
HM.2400.010,#N/A,#N/A,0,Communal,,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM.2400.010,HM.2400.010.099.F,"welding , welding NOC",1,Communal,OO,0,NA,1,0.8,0.2,0,4,1,60,1,0,20,1
LY.0100.010,#N/A,#N/A,0,Communal,,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0100.010,LY.0100.010.040.F,"cleaner , cleaner exterior",1,Communal,I,0,NA,1,0.2,0.8,0,1,1,60,0.6,0,1000,1
LY.0200.010,#N/A,#N/A,0,Communal,,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0200.010,LY.0200.010.099.F,"grill/camping fuel , grill/camping fuel NOC",1,Communal,O,0,NA,1,0.8,0.2,0,12,0.3,10,1,50,20,1
LY.0300.010,#N/A,#N/A,0,Communal,,Lawn Product,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0300.010,LY.0300.010.050.F,"herbicide , herbicide spray",1,Communal,O,Lawn Product,NA,0.5,0.8,0.2,0,2,1,5,1,0,10000,1
LY.0300.010,LY.0300.010.099.F,"herbicide , herbicide NOC",1,Communal,O,Lawn Product,NA,0.5,0.8,0.2,0,2,1,5,1,0,10000,1
LY.0400.010,#N/A,#N/A,0,Communal,,Lawn Product,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0400.010,LY.0400.010.099.F,"lawn fertilizer , lawn fertilizer NOC",1,Communal,O,Lawn Product,NA,1,0.8,0.2,0,2,1,30,1,0,5000,1
LY.0500.010,#N/A,#N/A,0,Communal,,Lawn Product,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0500.010,LY.0500.010.099.F,"lawnmower , lawnmower fluids NOC",1,Communal,O,Lawn Product,NA,1,0.8,0.2,0,12,0.3,5,1,40,100,1
LY.0600.010,#N/A,#N/A,0,Communal,,Other Outdoor,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0600.010,LY.0600.010.099.F,"plants and garden , garden care NOC",1,Communal,O,Other Outdoor,NA,1,0.8,0.2,0,12,0.3,30,1,30,100,1
LY.0600.020,#N/A,#N/A,0,Communal,,Other Outdoor,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0600.020,LY.0600.020.099.F,"plants and garden , garden fertilizer NOC",1,Communal,O,Other Outdoor,NA,1,0.8,0.2,0,4,1,30,1,0,10000,1
LY.0600.030,#N/A,#N/A,0,Communal,,Other Outdoor,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0600.030,LY.0600.030.099.F,"plants and garden , mulch NOC",1,Communal,O,Other Outdoor,NA,1,0.8,0.2,0,4,1,30,1,0,10000,1
LY.0600.040,#N/A,#N/A,0,Communal,,Other Outdoor,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0600.040,LY.0600.040.099.F,"plants and garden , potting soil NOC",1,Communal,O,Other Outdoor,NA,1,0.8,0.2,0,12,0.3,30,1,0,250,1
LY.0600.050,#N/A,#N/A,0,Communal,,Other Outdoor,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0600.050,LY.0600.050.099.F,"plants and garden , trees NOC",1,Communal,O,Other Outdoor,NA,1,0.8,0.2,0,4,1,10,1,5,100,1
LY.0700.010,#N/A,#N/A,0,Communal,,Pool,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0700.010,LY.0700.010.030.F,"pool , pool chemicals algaecide",1,Communal,O,Pool,NA,0.2,0.8,0.2,0,28,0.3,5,1,0,500,1
LY.0700.010,LY.0700.010.031.F,"pool , pool chemicals chlorinating",1,Communal,O,Pool,NA,0.2,0.8,0.2,0,28,0.3,5,1,0,500,1
LY.0700.010,LY.0700.010.032.F,"pool , pool chemicals ph control",1,Communal,O,Pool,NA,0.2,0.8,0.2,0,28,0.3,5,1,0,500,1
LY.0700.010,LY.0700.010.033.F,"pool , pool chemicals shock",1,Communal,O,Pool,NA,0.2,0.8,0.2,0,28,0.3,5,1,0,500,1
LY.0700.010,LY.0700.010.099.F,"pool , pool chemicals NOC",1,Communal,O,Pool,NA,0.2,0.8,0.2,0,28,0.3,5,1,0,500,1
LY.0800.010,#N/A,#N/A,0,Communal,,Other Outdoor,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY.0800.010,LY.0800.010.099.F,"surface deicer , surface deicer NOC",1,Communal,O,Other Outdoor,NA,1,0.8,0.2,0,3,1,20,1,0,1000,1
PC.0100.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.2,0.2,0.1,NA,NA,NA,NA,NA,NA,NA
PC.0100.010,PC.0100.010.050.F,"acne treatment , acne spot treatment spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,132,0.3,5,0.3,0,1.2,1
PC.0100.010,PC.0100.010.099.F,"acne treatment , acne spot treatment NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,132,0.3,5,0.3,0,1.2,1
PC.0100.020,#N/A,#N/A,0,Personal,,0,NA,NA,0.23,0.73,0.1,NA,NA,NA,NA,NA,NA,NA
PC.0100.020,PC.0100.020.099.F,"acne treatment , face scrub NOC",1,Personal,I,0,NA,NA,1,1,1,546,0,5,0.3,0,10,1
PC.0100.030,#N/A,#N/A,0,Personal,,0,NA,NA,0.23,0.73,0.1,NA,NA,NA,NA,NA,NA,NA
PC.0100.030,PC.0100.030.099.F,"acne treatment , face wash NOC",1,Personal,I,0,NA,NA,1,1,1,546,0,3,0.3,0,10,1
PC.0200.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.2,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
PC.0200.010,PC.0200.010.099.F,"bite relief , bite relief NOC",1,Personal,I,0,NA,NA,1,1,1,30,0.3,2,0.3,5,10,1
PC.0300.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.01,0.1,0,NA,NA,NA,NA,NA,NA,NA
PC.0300.010,PC.0300.010.099.F,"body adhesive , body adhesive NOC",1,Personal,I,0,NA,NA,1,1,1,120,0.3,5,0.3,0,0.005,1
PC.0400.010,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.05,0.65,0,NA,NA,NA,NA,NA,NA,NA
PC.0400.010,PC.0400.010.099.F,"body care set , body care set NOC",1,Personal,I,Skin Makeup,NA,NA,1,1,1,364,0,5,0.3,0,2,1
PC.0500.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA
PC.0500.010,PC.0500.010.099.F,"body hygiene , bar soap NOC",1,Personal,I,0,NA,NA,1,1,1,1095,0,2,0.3,0,2,1
PC.0500.020,#N/A,#N/A,0,Personal,,Bathing,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA
PC.0500.020,PC.0500.020.099.F,"body hygiene , body scrub NOC",1,Personal,I,Bathing,NA,NA,1,1,1,364,0,5,0.3,0,12,1
PC.0500.030,#N/A,#N/A,0,Personal,,Bathing,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA
PC.0500.030,PC.0500.030.099.F,"body hygiene , body wash NOC",1,Personal,I,Bathing,NA,NA,1,1,1,364,0,2,0.3,0,12,1
PC.0500.040,#N/A,#N/A,0,Personal,,Bathing,NA,NA,0.5,0.5,0.94,NA,NA,NA,NA,NA,NA,NA
PC.0500.040,PC.0500.040.099.F,"body hygiene , body wipes NOC",1,Personal,I,Bathing,NA,NA,1,1,1,1095,0,2,0.3,0,2,1
PC.0500.050,#N/A,#N/A,0,Personal,,0,NA,NA,0.24,0.65,0.71,NA,NA,NA,NA,NA,NA,NA
PC.0500.050,PC.0500.050.050.F,"body hygiene , hand sanitizer spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,546,0,1,0.3,0,5,1
PC.0500.050,PC.0500.050.099.F,"body hygiene , hand sanitizer NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,546,0,1,0.3,0,5,1
PC.0500.060,#N/A,#N/A,0,Personal,,0,NA,NA,0.93,0.93,0.83,NA,NA,NA,NA,NA,NA,NA
PC.0500.060,PC.0500.060.099.F,"body hygiene , hand soap NOC",1,Personal,I,0,NA,NA,1,1,1,1800,0,1,0.3,0,1,1
PC.0500.070,#N/A,#N/A,0,Personal,,0,NA,NA,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA
PC.0500.070,PC.0500.070.099.F,"body hygiene , hand wipes NOC",1,Personal,I,0,NA,NA,1,1,1,1095,0,1,0.3,0,2,1
PC.0600.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA
PC.0600.010,PC.0600.010.050.F,"body oil , body oil spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,50,0.3,5,0.3,0,25,1
PC.0600.010,PC.0600.010.099.F,"body oil , body oil NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,50,0.3,5,0.3,0,25,1
PC.0700.010,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA
PC.0700.010,PC.0700.010.099.F,"body powder , body powder NOC",1,Personal,I,Skin Makeup,NA,NA,1,1,1,65.7,0.3,5,0.3,0,2,1
PC.0800.010,#N/A,#N/A,0,Personal,,Baby Bathing,NA,NA,0.01,0.01,0.4,NA,NA,NA,NA,NA,NA,NA
PC.0800.010,PC.0800.010.001.F,"child specific , baby lotion child",1,Personal,I,Baby Bathing,NA,NA,1,1,1,182,0,3,0.3,0,5,1
PC.0800.020,#N/A,#N/A,0,Personal,,Baby Bathing,NA,NA,0.01,0.01,0.4,NA,NA,NA,NA,NA,NA,NA
PC.0800.020,PC.0800.020.001.F,"child specific , baby oil child",1,Personal,I,Baby Bathing,NA,NA,1,1,1,182,0,3,0.3,0,5,1
PC.0800.030,#N/A,#N/A,0,Personal,,Baby Bathing,NA,NA,0.05,0.05,0.14,NA,NA,NA,NA,NA,NA,NA
PC.0800.030,PC.0800.030.001.F,"child specific , baby powder child",1,Personal,I,Baby Bathing,NA,NA,1,1,1,730,0,3,0.3,0,0.8,1
PC.0800.040,#N/A,#N/A,0,Personal,,Baby Bathing,NA,NA,0.01,0.01,0.7,NA,NA,NA,NA,NA,NA,NA
PC.0800.040,PC.0800.040.001.F,"child specific , baby shampoo child",1,Personal,I,Baby Bathing,NA,NA,1,1,1,52,0.3,3,0.3,0,5,1
PC.0800.050,#N/A,#N/A,0,Personal,,Baby Bathing,NA,NA,0.01,0.01,0.73,NA,NA,NA,NA,NA,NA,NA
PC.0800.050,PC.0800.050.001.F,"child specific , baby wash child",1,Personal,I,Baby Bathing,NA,NA,1,1,1,364,0,3,0.3,0,5,1
PC.0800.060,#N/A,#N/A,0,Communal,,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC.0800.060,PC.0800.060.001.F,"child specific , baby wipes child",1,Communal,I,0,NA,1,0.2,0.8,0,364,0,3,0.3,0,5,1
PC.0800.070,#N/A,#N/A,0,Personal,,Bathing,NA,NA,0.05,0.05,1,NA,NA,NA,NA,NA,NA,NA
PC.0800.070,PC.0800.070.001.F,"child specific , bath paints/crayons child",1,Personal,I,Bathing,NA,NA,1,1,1,120,0.3,20,0.3,0,0.1,1
PC.0800.080,#N/A,#N/A,0,Communal,,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC.0800.080,PC.0800.080.001.F,"child specific , diaper cream child",1,Communal,I,0,NA,1,0.2,0.8,0,730,0,2,0.3,0,3,1
PC.0900.030,#N/A,#N/A,0,Personal,,Dentures,NA,NA,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA
PC.0900.030,PC.0900.030.099.F,"dental care , denture adhesive NOC",1,Personal,I,Dentures,NA,NA,1,1,1,364,0,3,0.3,0,20,1
PC.0900.040,#N/A,#N/A,0,Personal,,Dentures,NA,NA,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA
PC.0900.040,PC.0900.040.099.F,"dental care , denture cleaner NOC",1,Personal,I,Dentures,NA,NA,1,1,1,364,0,3,0.3,0,20,1
PC.0900.050,#N/A,#N/A,0,Personal,,Teeth care,NA,NA,0.5,0.5,0.2,NA,NA,NA,NA,NA,NA,NA
PC.0900.050,PC.0900.050.050.F,"dental care , mouthwash spray",1,Personal,I,Teeth care,NA,NA,0.5,0.5,0.5,153.3,0.3,1,0.3,0,20,1
PC.0900.050,PC.0900.050.099.F,"dental care , mouthwash NOC",1,Personal,I,Teeth care,NA,NA,0.5,0.5,0.5,153.3,0.3,1,0.3,0,20,1
PC.0900.060,#N/A,#N/A,0,Personal,,Teeth care,NA,NA,0.2,0.2,0,NA,NA,NA,NA,NA,NA,NA
PC.0900.060,PC.0900.060.099.F,"dental care , teeth whitener NOC",1,Personal,I,Teeth care,NA,NA,1,1,1,12,0.3,30,0.3,0,20,1
PC.0900.070,#N/A,#N/A,0,Personal,,Teeth care,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
PC.0900.070,PC.0900.070.051.F,"dental care , toothpaste gel",1,Personal,I,Teeth care,NA,NA,0.5,0.5,0.5,720,0,1,0.3,0,1,1
PC.0900.070,PC.0900.070.099.F,"dental care , toothpaste NOC",1,Personal,I,Teeth care,NA,NA,0.5,0.5,0.5,720,0,1,0.3,0,1,1
PC.1000.010,#N/A,#N/A,0,Personal,,0,NA,NA,1,1,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1000.010,PC.1000.010.051.F,"deodorant , deodorant gel",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,2,1
PC.1000.010,PC.1000.010.056.F,"deodorant , deodorant solid",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,2,1
PC.1000.010,PC.1000.010.099.F,"deodorant , deodorant NOC",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,2,1
PC.1000.010,PC.1000.010.050.F,"deodorant , deodorant spray",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,2,1
PC.1100.020,#N/A,#N/A,0,Personal,,0,NA,NA,0.4,0.4,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1100.020,PC.1100.020.050.F,"eye care and contacts , contact care spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,364,0,3,0.3,0,10,1
PC.1100.020,PC.1100.020.099.F,"eye care and contacts , contact care NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,364,0,3,0.3,0,10,1
PC.1100.030,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.05,0.2,0,NA,NA,NA,NA,NA,NA,NA
PC.1100.030,PC.1100.030.099.F,"eye care and contacts , eye cream NOC",1,Personal,I,Skin Makeup,NA,NA,1,1,1,364,0,2,0.3,0,1,1
PC.1100.040,#N/A,#N/A,0,Personal,,0,NA,NA,0.4,0.4,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1100.040,PC.1100.040.099.F,"eye care and contacts , eye drops NOC",1,Personal,I,0,NA,NA,1,1,1,364,0,2,0.3,0,10,1
PC.1100.050,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.05,0.2,0,NA,NA,NA,NA,NA,NA,NA
PC.1100.050,PC.1100.050.050.F,"eye care and contacts , eye lid spray spray",1,Personal,I,Skin Makeup,NA,NA,1,1,1,364,0,2,0.3,0,0.005,1
PC.1100.060,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.05,0.2,0,NA,NA,NA,NA,NA,NA,NA
PC.1100.060,PC.1100.060.099.F,"eye care and contacts , eye products NOC",1,Personal,I,Skin Makeup,NA,NA,1,1,1,364,0,3,0.3,0,0.005,1
PC.1200.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA
PC.1200.010,PC.1200.010.099.F,"facial cleansing and moisturizing , face cleansing wipes NOC",1,Personal,I,0,NA,NA,1,1,1,364,0,3,0.3,0,5,1
PC.1200.020,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.29,0.81,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1200.020,PC.1200.020.050.F,"facial cleansing and moisturizing , face cream/moisturizer spray",1,Personal,I,Skin Makeup,NA,NA,0.5,0.5,0.5,182,0,3,0.3,0,5,1
PC.1200.020,PC.1200.020.099.F,"facial cleansing and moisturizing , face cream/moisturizer NOC",1,Personal,I,Skin Makeup,NA,NA,0.5,0.5,0.5,182,0,3,0.3,0,5,1
PC.1200.030,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA
PC.1200.030,PC.1200.030.099.F,"facial cleansing and moisturizing , face mask NOC",1,Personal,I,Skin Makeup,NA,NA,1,1,1,364,0,5,0.3,0,5,1
PC.1200.040,#N/A,#N/A,0,Personal,,0,NA,NA,0.23,0.73,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1200.040,PC.1200.040.099.F,"facial cleansing and moisturizing , face scrub NOC",1,Personal,I,0,NA,NA,1,1,1,546,0,5,0.3,0,10,1
PC.1200.050,#N/A,#N/A,0,Personal,,,NA,NA,0.29,0.81,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1200.050,PC.1200.050.050.F,"facial cleansing and moisturizing , face wash spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,546,0,3,0.3,0,10,1
PC.1200.050,PC.1200.050.099.F,"facial cleansing and moisturizing , face wash NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,546,0,3,0.3,0,10,1
PC.1500.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.15,0.15,0.05,NA,NA,NA,NA,NA,NA,NA
PC.1500.010,PC.1500.010.050.F,"foot care , foot care spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,21.9,0.3,2,0.3,0,2,1
PC.1500.010,PC.1500.010.099.F,"foot care , foot care NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,21.9,0.3,2,0.3,0,2,1
PC.1600.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.1,0.7,0.1,NA,NA,NA,NA,NA,NA,NA
PC.1600.010,PC.1600.010.050.F,"fragrance , fragrance spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,109.5,0.3,3,0.3,0,0.5,1
PC.1600.010,PC.1600.010.099.F,"fragrance , fragrance NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,109.5,0.3,3,0.3,0,0.5,1
PC.1700.010,#N/A,#N/A,0,Personal,,0,NA,NA,0.79,0.95,0.7,NA,NA,NA,NA,NA,NA,NA
PC.1700.010,PC.1700.010.051.F,"general moisturizing , hand/body lotion gel",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,8,1
PC.1700.010,PC.1700.010.057.F,"general moisturizing , hand/body lotion gel|spray",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,8,1
PC.1700.010,PC.1700.010.099.F,"general moisturizing , hand/body lotion NOC",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,8,1
PC.1700.010,PC.1700.010.050.F,"general moisturizing , hand/body lotion spray",1,Personal,I,0,NA,NA,0.25,0.25,0.25,364,0,2,0.3,0,8,1
PC.1800.010,#N/A,#N/A,0,Personal,,Skin Makeup,NA,NA,0.01,0.5,0.2,NA,NA,NA,NA,NA,NA,NA
PC.1800.010,PC.1800.010.099.F,"glitter , glitter NOC",1,Personal,I,Skin Makeup,NA,NA,1,1,1,364,0,5,0.3,0,0.5,1
PC.1900.010,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.010,PC.1900.010.099.F,"hair coloring , hair bleach NOC",1,Personal,I,Hair color,NA,NA,1,1,1,4,1,30,0.3,0,150,1
PC.1900.020,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.020,PC.1900.020.099.F,"hair coloring, hair color - NOC",1,Personal,I,Hair color,NA,NA,1,1,1,4,1,30,0.3,0,150,1
PC.1900.030,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.030,PC.1900.030.099.F,"hair coloring , hair color - permanent NOC",1,Personal,I,Hair color,NA,NA,1,1,1,4,1,30,0.3,0,150,1
PC.1900.040,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.040,PC.1900.040.099.F,"hair coloring , hair color - professional NOC",1,Personal,I,Hair color,NA,NA,1,1,1,4,1,30,0.3,0,150,1
PC.1900.050,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.050,PC.1900.050.099.F,"hair coloring , hair color - temporary NOC",1,Personal,I,Hair color,NA,NA,0.5,0.5,0.5,4,1,30,0.3,0,150,1
PC.1900.050,PC.1900.050.050.F,"hair coloring , hair color - temporary spray",1,Personal,I,Hair color,NA,NA,0.5,0.5,0.5,4,1,30,0.3,0,150,1
PC.1900.060,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.060,PC.1900.060.099.F,"hair coloring , hair color activator NOC",1,Personal,I,Hair color,NA,NA,1,1,1,300,0,10,0.3,0,12,1
PC.1900.070,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.070,PC.1900.070.099.F,"hair coloring , hair color developer NOC",1,Personal,I,Hair color,NA,NA,1,1,1,300,0,10,0.3,0,12,1
PC.1900.080,#N/A,#N/A,0,Personal,,Hair color,NA,NA,0.12,0.63,0,NA,NA,NA,NA,NA,NA,NA
PC.1900.080,PC.1900.080.099.F,"hair coloring , hair color toner NOC",1,Personal,I,Hair color,NA,NA,1,1,1,300,0,10,0.3,0,12,1
PC.2000.070,#N/A,#N/A,0,Personal,,0,NA,NA,0.05,0.4,0,NA,NA,NA,NA,NA,NA,NA
PC.2000.070,PC.2000.070.050.F,"hair styling and care , dry shampoo spray",1,Personal,I,0,NA,NA,0.5,0.5,0.5,300,0,10,0.3,0,12,1
PC.2000.070,PC.2000.070.099.F,"hair styling and care , dry shampoo NOC",1,Personal,I,0,NA,NA,0.5,0.5,0.5,300,0,10,0.3,0,12,1
PC.2000.080,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.5,0.5,0.2,NA,NA,NA,NA,NA,NA,NA
PC.2000.080,PC.2000.080.099.F,"hair styling and care , ethnic hair care NOC",1,Personal,I,Hair treatment,NA,NA,1,1,1,300,0,10,0.3,0,12,1
PC.2000.090,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.56,0.92,0.6,NA,NA,NA,NA,NA,NA,NA
PC.2000.090,PC.2000.090.050.F,"hair styling and care , hair conditioner spray",1,Personal,I,Hair treatment,NA,NA,0.5,0.5,0.5,255.5,0,4,0.3,0,15,1
PC.2000.100,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.56,0.92,0.6,NA,NA,NA,NA,NA,NA,NA
PC.2000.100,PC.2000.100.099.F,"hair styling and care , hair conditioner - leave-in NOC",1,Personal,I,Hair treatment,NA,NA,0.5,0.5,0.5,255.5,0,4,0.3,0,15,1
PC.2000.100,PC.2000.100.050.F,"hair styling and care , hair conditioner - leave-in spray",1,Personal,I,Hair treatment,NA,NA,0.5,0.5,0.5,255.5,0,4,0.3,0,15,1
PC.2000.110,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.05,0.2,0,NA,NA,NA,NA,NA,NA,NA
PC.2000.110,PC.2000.110.050.F,"hair styling and care , hair conditioning treatment spray",1,Personal,I,Hair treatment,NA,NA,0.5,0.5,0.5,12,0.3,5,0.3,0,5,1
PC.2000.110,PC.2000.110.099.F,"hair styling and care , hair conditioning treatment NOC",1,Personal,I,Hair treatment,NA,NA,0.5,0.5,0.5,12,0.3,5,0.3,0,5,1
PC.2000.120,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.05,0.2,0,NA,NA,NA,NA,NA,NA,NA
PC.2000.120,PC.2000.120.099.F,"hair styling and care , hair conditioning treatment - professional NOC",1,Personal,I,Hair treatment,NA,NA,1,1,1,12,0.3,5,0.3,0,5,1
PC.2000.130,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.01,0.18,0.01,NA,NA,NA,NA,NA,NA,NA
PC.2000.130,PC.2000.130.099.F,"hair styling and care , hair relaxer NOC",1,Personal,I,Hair treatment,NA,NA,1,1,1,3,1,5,0.3,0,100,1
PC.2000.140,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.29,0.7,0.1,NA,NA,NA,NA,NA,NA,NA
PC.2000.140,PC.2000.140.099.F,"hair styling and care , hair spray NOC",1,Personal,I,Hair treatment,NA,NA,1,1,1,182,0,5,0.3,0,5,1
PC.2000.150,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.39,0.63,0.2,NA,NA,NA,NA,NA,NA,NA
PC.2000.150,PC.2000.150.053.F,"hair styling and care , hair styling powder",1,Personal,I,Hair treatment,NA,NA,0.33,0.33,0.33,364,0,5,0.3,0,5,1
PC.2000.150,PC.2000.150.050.F,"hair styling and care , hair styling spray",1,Personal,I,Hair treatment,NA,NA,0.33,0.33,0.33,364,0,5,0.3,0,5,1
PC.2000.160,#N/A,#N/A,0,Personal,,Hair treatment,NA,NA,0.39,0.63,0.2,NA,NA,NA,NA,NA,NA,NA
