PUCID_productype,PUCID_refined,New Description,source.id,Old description,new/old match?,refined,personal_communal,indoor_outdoor,cluster,Prev_hh,Prev_hh_yes,Prev_M,Prev_F,Prev_child,Freq,Freq_CV,HT,HT_CV,AT,Mass,Mass_CV
#N/A,PC.1000.010.056.F,"deodorant , deodorant solid",P.PC.280.028,deodorant solid,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,2,1
#N/A,PC.1000.010.099.F,"deodorant , deodorant NOC",P.PC.280.028,deodorant solid,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,2,1
#N/A,PC.1000.010.050.F,"deodorant , deodorant spray",P.PC.280.029,deodorant spray,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,2,1
PC.2700.060,#N/A,#N/A,P.PC.290,#N/A,#N/A,0,Personal,,#N/A,,,0.1,0.2,0,,,,,,,
#N/A,PC.2700.060.050.F,"shaving and hair removal , depilatory  spray",P.PC.290.029,depilatory spray,0,1,Personal,I,0,,,0.5,0.5,0.5,17,0.3,15,0.3,0,5.5,1
#N/A,PC.2700.060.099.F,"shaving and hair removal , depilatory  NOC",P.PC.290.029,depilatory spray,0,1,Personal,I,0,,,0.5,0.5,0.5,17,0.3,15,0.3,0,5.5,1
PC.0800.080,#N/A,#N/A,P.PC.300,#N/A,#N/A,0,Communal,,#N/A,0.01,,,,,,,,,,,
#N/A,PC.0800.080.001.F,"child specific , diaper cream child",P.PC.300.000,diaper cream,0,1,Communal,I,0,,1,0.2,0.8,0,730,0,2,0.3,0,3,1
PC.2000.070,#N/A,#N/A,P.PC.310,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.2000.070.050.F,"hair styling and care , dry shampoo spray",P.PC.310.029,dry shampoo spray,0,1,Personal,I,0,,,0.5,0.5,0.5,300,0,10,0.3,0,12,1
#N/A,PC.2000.070.099.F,"hair styling and care , dry shampoo NOC",P.PC.310.029,dry shampoo spray,0,1,Personal,I,0,,,0.5,0.5,0.5,300,0,10,0.3,0,12,1
PC.2000.080,#N/A,#N/A,P.PC.320,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.2000.080.099.F,"hair styling and care , ethnic hair care NOC",P.PC.320.000,ethnic hair care,0,1,Personal,I,Hair treatment,,,1,1,1,300,0,10,0.3,0,12,1
PC.1100.030,#N/A,#N/A,P.PC.330,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.2,0,,,,,,,
#N/A,PC.1100.030.099.F,"eye care and contacts , eye cream NOC",P.PC.330.000,eye cream,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,2,0.3,0,1,1
PC.1100.040,#N/A,#N/A,P.PC.340,#N/A,#N/A,0,Personal,,#N/A,,,0.4,0.4,0.1,,,,,,,
#N/A,PC.1100.040.099.F,"eye care and contacts , eye drops NOC",P.PC.340.000,eye drops,0,1,Personal,I,0,,,1,1,1,364,0,2,0.3,0,10,1
PC.1100.050,#N/A,#N/A,P.PC.350,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.2,0,,,,,,,
#N/A,PC.1100.050.050.F,"eye care and contacts , eye lid spray spray",P.PC.350.000,eye lid spray,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,2,0.3,0,0.005,1
PC.2300.030,#N/A,#N/A,P.PC.360,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.79,0.02,,,,,,,
#N/A,PC.2300.030.052.F,"make-up and related , eye liner liquid",P.PC.360.013,eye liner liquid,0,1,Personal,I,Skin Makeup,,,0.5,0.5,0.5,364,0,2,0.3,0,0.005,1
#N/A,PC.2300.030.099.F,"make-up and related , eye liner NOC",P.PC.360.013,eye liner liquid,0,1,Personal,I,Skin Makeup,,,0.5,0.5,0.5,364,0,2,0.3,0,0.005,1
PC.2300.040,#N/A,#N/A,P.PC.370,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.79,0.02,,,,,,,
#N/A,PC.2300.040.099.F,"make-up and related , eye makeup NOC",P.PC.370.000,eye makeup NOC,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,3,0.3,0,0.005,1
PC.1100.060,#N/A,#N/A,P.PC.380,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.2,0,,,,,,,
#N/A,PC.1100.060.099.F,"eye care and contacts , eye products NOC",P.PC.380.000,eye products,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,3,0.3,0,0.005,1
PC.2300.050,#N/A,#N/A,P.PC.390,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.79,0.02,,,,,,,
#N/A,PC.2300.050.099.F,"make-up and related , eye shadow NOC",P.PC.390.000,eye shadow,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,3,0.3,0,0.03,1
PC.1200.010,#N/A,#N/A,P.PC.400,#N/A,#N/A,0,Personal,,#N/A,,,0.5,0.5,0,,,,,,,
#N/A,PC.1200.010.099.F,"facial cleansing and moisturizing , face cleansing wipes NOC",P.PC.400.000,face cleansing wipes,0,1,Personal,I,0,,,1,1,1,364,0,3,0.3,0,5,1
PC.1200.020,#N/A,#N/A,P.PC.410,#N/A,#N/A,0,Personal,,#N/A,,,0.29,0.81,0.1,,,,,,,
#N/A,PC.1200.020.050.F,"facial cleansing and moisturizing , face cream/moisturizer spray",P.PC.410.029,face cream/moisturizer spray,0,1,Personal,I,Skin Makeup,,,1,1,1,182,0,3,0.3,0,5,1
PC.1200.050,,,,,,0,Personal,,,,,0.29,0.81,0.1,,,,,,,
#N/A,PC.1200.050.050.F,"facial cleansing and moisturizing , face wash spray",P.PC.450.029,face wash spray,0,1,Personal,I,0,,,0.5,0.5,0.5,546,0,3,0.3,0,10,1
#N/A,PC.1200.050.099.F,"facial cleansing and moisturizing , face wash NOC",P.PC.450.999,face wash NOC,0,1,Personal,I,0,,,0.5,0.5,0.5,546,0,3,0.3,0,10,1
PC.1200.030,#N/A,#N/A,P.PC.420,#N/A,#N/A,0,Personal,,#N/A,,,0.5,0.5,0,,,,,,,
#N/A,PC.1200.030.099.F,"facial cleansing and moisturizing , face mask NOC",P.PC.420.000,face mask,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,5,0.3,0,5,1
PC.2300.060,#N/A,#N/A,P.PC.430,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.65,0,,,,,,,
#N/A,PC.2300.060.099.F,"make-up and related , face powder NOC",P.PC.430.000,face powder,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,3,0.3,0,2,1
PC.0100.020,#N/A,#N/A,P.PC.440,#N/A,#N/A,0,Personal,,#N/A,,,0.23,0.73,0.1,,,,,,,
#N/A,PC.0100.020.099.F,"acne treatment , face scrub NOC",P.PC.440.001,face scrub acne,0,1,Personal,I,0,,,1,1,1,546,0,5,0.3,0,10,1
PC.1200.040,#N/A,#N/A,P.PC.440,#N/A,#N/A,0,Personal,,#N/A,,,0.23,0.73,0.1,,,,,,,
#N/A,PC.1200.040.099.F,"facial cleansing and moisturizing , face scrub NOC",P.PC.440.001,face scrub acne,0,1,Personal,I,0,,,1,1,1,546,0,5,0.3,0,10,1
PC.0100.030,#N/A,#N/A,P.PC.450,#N/A,#N/A,0,Personal,,#N/A,,,0.23,0.73,0.1,,,,,,,
#N/A,PC.0100.030.099.F,"acne treatment , face wash NOC",P.PC.450.001,face wash acne,0,1,Personal,I,0,,,1,1,1,546,0,3,0.3,0,10,1
PC.1500.010,#N/A,#N/A,P.PC.460,#N/A,#N/A,0,Personal,,#N/A,,,0.15,0.15,0.05,,,,,,,
#N/A,PC.1500.010.050.F,"foot care , foot care spray",P.PC.460.029,foot care spray,0,1,Personal,I,0,,,0.5,0.5,0.5,21.9,0.3,2,0.3,0,2,1
#N/A,PC.1500.010.099.F,"foot care , foot care NOC",P.PC.460.029,foot care spray,0,1,Personal,I,0,,,0.5,0.5,0.5,21.9,0.3,2,0.3,0,2,1
PC.2300.070,#N/A,#N/A,P.PC.470,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.65,0,,,,,,,
#N/A,PC.2300.070.099.F,"make-up and related , foundation/concealer NOC",P.PC.470.000,foundation/concealer,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,5,0.3,0,2,1
PC.1600.010,#N/A,#N/A,P.PC.480,#N/A,#N/A,0,Personal,,#N/A,,,0.1,0.7,0.1,,,,,,,
#N/A,PC.1600.010.050.F,"fragrance , fragrance spray",P.PC.480.029,fragrance spray,0,1,Personal,I,0,,,0.5,0.5,0.5,109.5,0.3,3,0.3,0,0.5,1
#N/A,PC.1600.010.099.F,"fragrance , fragrance NOC",P.PC.480.029,fragrance spray,0,1,Personal,I,0,,,0.5,0.5,0.5,109.5,0.3,3,0.3,0,0.5,1
PC.1800.010,#N/A,#N/A,P.PC.490,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.5,0,,,,,,,
#N/A,PC.1800.010.099.F,"glitter , glitter NOC",P.PC.490.000,glitter,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,5,0.3,0,0.5,1
PC.1900.010,#N/A,#N/A,P.PC.500,#N/A,#N/A,0,Personal,,#N/A,,,0.12,0.63,0,,,,,,,
#N/A,PC.1900.010.099.F,"hair coloring , hair bleach NOC",P.PC.500.000,hair bleach,0,1,Personal,I,Hair color,,,1,1,1,4,1,30,0.3,0,150,1
PC.1900.020,#N/A,#N/A,P.PC.510,#N/A,#N/A,0,Personal,,#N/A,,,0.12,0.63,0,,,,,,,
#N/A,PC.1900.020.099.F,"hair coloring, hair color - NOC",P.PC.510.999,hair color NOC,0,1,Personal,I,Hair color,,,1,1,1,4,1,30,0.3,0,150,1
PC.1900.030,,,,,,0,Personal,,,,,0.12,0.63,0,,,,,,,
#N/A,PC.1900.030.099.F,"hair coloring , hair color - permanent NOC",P.PC.510.019,hair color permanent,0,1,Personal,I,Hair color,,,1,1,1,4,1,30,0.3,0,150,1
PC.1900.040,,,,,,0,Personal,,,,,0.12,0.63,0,,,,,,,
#N/A,PC.1900.040.099.F,"hair coloring , hair color - professional NOC",P.PC.510.024,hair color professional,0,1,Personal,I,Hair color,,,1,1,1,4,1,30,0.3,0,150,1
PC.1900.050,,,,,,0,Personal,,,,,0.12,0.63,0,,,,,,,
#N/A,PC.1900.050.099.F,"hair coloring , hair color - temporary NOC",P.PC.510.030,hair color temporary,0,1,Personal,I,Hair color,,,0.5,0.5,0.5,4,1,30,0.3,0,150,1
#N/A,PC.1900.050.050.F,"hair coloring , hair color - temporary spray",P.PC.510.031,hair color temporary|spray,0,1,Personal,I,Hair color,,,0.5,0.5,0.5,4,1,30,0.3,0,150,1
PC.1900.060,#N/A,#N/A,P.PC.520,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.1900.060.099.F,"hair coloring , hair color activator NOC",P.PC.520.000,hair color activator,0,1,Personal,I,Hair color,,,1,1,1,300,0,10,0.3,0,12,1
PC.1900.070,#N/A,#N/A,P.PC.530,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.1900.070.099.F,"hair coloring , hair color developer NOC",P.PC.530.000,hair color developer,0,1,Personal,I,Hair color,,,1,1,1,300,0,10,0.3,0,12,1
PC.1900.080,#N/A,#N/A,P.PC.540,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.1900.080.099.F,"hair coloring , hair color toner NOC",P.PC.540.000,hair color toner,0,1,Personal,I,Hair color,,,1,1,1,300,0,10,0.3,0,12,1
PC.2000.090,#N/A,#N/A,P.PC.550,#N/A,#N/A,0,Personal,,#N/A,,,0.56,0.92,0.6,,,,,,,
#N/A,PC.2000.090.050.F,"hair styling and care , hair conditioner spray",P.PC.550.029,hair conditioner spray,0,1,Personal,I,Hair treatment,,,1,1,1,255.5,0,4,0.3,0,15,1
PC.2000.100,,,,,,0,Personal,,,,,0.56,0.92,0.6,,,,,,,
#N/A,PC.2000.100.099.F,"hair styling and care , hair conditioner - leave-in NOC",P.PC.550.011,hair conditioner leave-in,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,255.5,0,4,0.3,0,15,1
#N/A,PC.2000.100.050.F,"hair styling and care , hair conditioner - leave-in spray",P.PC.550.012,hair conditioner leave-in|spray,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,255.5,0,4,0.3,0,15,1
PC.2000.110,#N/A,#N/A,P.PC.560,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.2,0,,,,,,,
#N/A,PC.2000.110.050.F,"hair styling and care , hair conditioning treatment spray",P.PC.560.029,hair conditioning treatment-spray,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,12,0.3,5,0.3,0,5,1
#N/A,PC.2000.110.099.F,"hair styling and care , hair conditioning treatment NOC",P.PC.560.029,hair conditioning treatment-spray,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,12,0.3,5,0.3,0,5,1
PC.2000.120,,,,,,0,Personal,,,,,0.05,0.2,0,,,,,,,
#N/A,PC.2000.120.099.F,"hair styling and care , hair conditioning treatment - professional NOC",P.PC.560.024,hair conditioning treatment professional,0,1,Personal,I,Hair treatment,,,1,1,1,12,0.3,5,0.3,0,5,1
PC.2000.130,#N/A,#N/A,P.PC.570,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.18,0.01,,,,,,,
#N/A,PC.2000.130.099.F,"hair styling and care , hair relaxer NOC",P.PC.570.000,hair relaxer,0,1,Personal,I,Hair treatment,,,1,1,1,3,1,5,0.3,0,100,1
PC.2000.140,#N/A,#N/A,P.PC.580,#N/A,#N/A,0,Personal,,#N/A,,,0.29,0.7,0.1,,,,,,,
#N/A,PC.2000.140.099.F,"hair styling and care , hair spray NOC",P.PC.580.000,hair spray,0,1,Personal,I,Hair treatment,,,1,1,1,182,0,5,0.3,0,5,1
PC.2000.150,#N/A,#N/A,P.PC.590,#N/A,#N/A,0,Personal,,#N/A,,,0.39,0.63,0.2,,,,,,,
#N/A,PC.2000.150.053.F,"hair styling and care , hair styling powder",P.PC.590.023,hair styling-powder,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,364,0,5,0.3,0,5,1
#N/A,PC.2000.150.050.F,"hair styling and care , hair styling spray",P.PC.590.029,hair styling spray,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,364,0,5,0.3,0,5,1
PC.2000.160,,,,,,0,Personal,,,,,0.39,0.63,0.2,,,,,,,
#N/A,PC.2000.160.051.F,"hair styling and care , hair styling - gel gel",P.PC.590.007,hair styling gel,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,364,0,5,0.3,0,5,1
#N/A,PC.2000.160.057.F,"hair styling and care , hair styling - gel gel|spray",P.PC.590.008,hair styling gel|spray,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,364,0,5,0.3,0,5,1
PC.2000.170,,,,,,0,Personal,,,,,0.39,0.63,0.2,,,,,,,
#N/A,PC.2000.170.058.F,"hair styling and care , hair styling - mousse mousse",P.PC.590.014,hair styling mousse,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,364,0,5,0.3,0,5,1
#N/A,PC.2000.170.059.F,"hair styling and care , hair styling - mousse mousse|spray",P.PC.590.015,hair styling-mousse/spray,0,1,Personal,I,Hair treatment,,,0.5,0.5,0.5,364,0,5,0.3,0,5,1
PC.0500.050,#N/A,#N/A,P.PC.600,#N/A,#N/A,0,Personal,,#N/A,,,0.24,0.65,0.71,,,,,,,
#N/A,PC.0500.050.050.F,"body hygiene , hand sanitizer spray",P.PC.600.029,hand sanitizer spray,0,1,Personal,I,0,,,0.5,0.5,0.5,546,0,1,0.3,0,5,1
#N/A,PC.0500.050.099.F,"body hygiene , hand sanitizer NOC",P.PC.600.029,hand sanitizer spray,0,1,Personal,I,0,,,0.5,0.5,0.5,546,0,1,0.3,0,5,1
PC.0500.060,#N/A,#N/A,P.PC.610,#N/A,#N/A,0,Personal,,#N/A,,,0.93,0.93,0.83,,,,,,,
#N/A,PC.0500.060.099.F,"body hygiene , hand soap NOC",P.PC.610.000,hand soap,0,1,Personal,I,0,,,1,1,1,1800,0,1,0.3,0,1,1
PC.0500.070,#N/A,#N/A,P.PC.620,#N/A,#N/A,0,Personal,,#N/A,,,0.5,0.5,0.5,,,,,,,
#N/A,PC.0500.070.099.F,"body hygiene , hand wipes NOC",P.PC.620.000,hand wipes,0,1,Personal,I,0,,,1,1,1,1095,0,1,0.3,0,2,1
PC.1700.010,#N/A,#N/A,P.PC.630,#N/A,#N/A,0,Personal,,#N/A,,,0.79,0.95,0.7,,,,,,,
#N/A,PC.1700.010.051.F,"general moisturizing , hand/body lotion gel",P.PC.630.007,hand/body lotion gel,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,8,1
#N/A,PC.1700.010.057.F,"general moisturizing , hand/body lotion gel|spray",P.PC.630.008,hand/body lotion gel|spray,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,8,1
#N/A,PC.1700.010.099.F,"general moisturizing , hand/body lotion NOC",P.PC.630.008,hand/body lotion gel|spray,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,8,1
#N/A,PC.1700.010.050.F,"general moisturizing , hand/body lotion spray",P.PC.630.029,hand/body lotion spray,0,1,Personal,I,0,,,0.25,0.25,0.25,364,0,2,0.3,0,8,1
PC.2000.180,#N/A,#N/A,P.PC.640,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.01,0.05,,,,,,,
#N/A,PC.2000.180.099.F,"hair styling and care , lice shampoo NOC",P.PC.640.000,lice shampoo,0,1,Personal,I,0,,,1,1,1,19.2,0.3,10,0.3,0,10,1
PC.2200.010,#N/A,#N/A,P.PC.650,#N/A,#N/A,0,Personal,,#N/A,,,0.2,0.05,0.05,,,,,,,
#N/A,PC.2200.010.099.F,"liniment , liniment NOC",P.PC.650.000,liniment,0,1,Personal,I,0,,,1,1,1,30,0.3,2,0.3,0,10,1
PC.2300.080,#N/A,#N/A,P.PC.660,#N/A,#N/A,0,Personal,,#N/A,,,0.64,0.95,0.6,,,,,,,
#N/A,PC.2300.080.099.F,"make-up and related , lip balm NOC",P.PC.660.000,lip balm,0,1,Personal,I,0,,,1,1,1,540,0,1,0.3,0,2,1
PC.2300.090,#N/A,#N/A,P.PC.670,#N/A,#N/A,0,Personal,,#N/A,,,0.64,0.95,0.6,,,,,,,
#N/A,PC.2300.090.099.F,"make-up and related , lip color NOC",P.PC.670.000,lip color,0,1,Personal,I,0,,,1,1,1,540,0,1,0.3,0,2,1
PC.2300.100,#N/A,#N/A,P.PC.680,#N/A,#N/A,0,Personal,,#N/A,,,0.64,0.95,0.6,,,,,,,
#N/A,PC.2300.100.099.F,"make-up and related , lip gloss NOC",P.PC.680.000,lip gloss,0,1,Personal,I,0,,,1,1,1,540,0,1,0.3,0,2,1
PC.2300.110,#N/A,#N/A,P.PC.690,#N/A,#N/A,0,Personal,,#N/A,,,0.64,0.95,0.6,,,,,,,
#N/A,PC.2300.110.099.F,"make-up and related , lip liner NOC",P.PC.690.000,lip liner,0,1,Personal,I,Skin Makeup,,,1,1,1,540,0,1,0.3,0,2,1
PC.2300.120,#N/A,#N/A,P.PC.700,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.65,0,,,,,,,
#N/A,PC.2300.120.099.F,"make-up and related , makeup primer NOC",P.PC.700.000,makeup primer,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,5,0.3,0,2,1
PC.2300.130,#N/A,#N/A,P.PC.710,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.65,0,,,,,,,
#N/A,PC.2300.130.099.F,"make-up and related , makeup remover NOC",P.PC.710.000,makeup remover,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,5,0.3,0,2,1
PC.2300.140,#N/A,#N/A,P.PC.720,#N/A,#N/A,0,Personal,,#N/A,,,0.05,0.65,0,,,,,,,
#N/A,PC.2300.140.099.F,"make-up and related , makeup set NOC",P.PC.720.000,makeup set,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,5,0.3,0,2,1
PC.2300.150,#N/A,#N/A,P.PC.730,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.79,0.02,,,,,,,
#N/A,PC.2300.150.099.F,"make-up and related , mascara NOC",P.PC.730.000,mascara,0,1,Personal,I,Skin Makeup,,,1,1,1,364,0,1,0.3,0,0.05,1
PC.0900.050,#N/A,#N/A,P.PC.740,#N/A,#N/A,0,Personal,,#N/A,,,0.5,0.5,0.2,,,,,,,
#N/A,PC.0900.050.050.F,"dental care , mouthwash spray",P.PC.740.029,mouthwash spray,0,1,Personal,I,Teeth care,,,0.5,0.5,0.5,153.3,0.3,1,0.3,0,20,1
#N/A,PC.0900.050.099.F,"dental care , mouthwash NOC",P.PC.740.029,mouthwash spray,0,1,Personal,I,Teeth care,,,0.5,0.5,0.5,153.3,0.3,1,0.3,0,20,1
PC.2400.010,#N/A,#N/A,P.PC.750,#N/A,#N/A,0,Personal,,#N/A,,,0.01,0.03,0,,,,,,,
#N/A,PC.2400.010.099.F,"nails , nail adhesive NOC",P.PC.750.000,nail adhesive,0,1,Personal,I,Nail Makeup,,,1,1,1,12,0.3,5,0.3,15,2,1
PC.2400.020,#N/A,#N/A,P.PC.760,#N/A,#N/A,0,Personal,,#N/A,,,0,0.8,0.3,,,,,,,
#N/A,PC.2400.020.099.F,"nails , nail polish NOC",P.PC.760.000,nail polish,0,1,Personal,I,Nail Makeup,,,1,1,1,58.4,0.3,5,0.3,10,2,1
PC.2400.030,#N/A,#N/A,P.PC.770,#N/A,#N/A,0,Personal,,#N/A,,,0,0.8,0.3,,,,,,,
#N/A,PC.2400.030.099.F,"nails , nail polish remover NOC",P.PC.770.000,nail polish remover,0,1,Personal,I,Nail Makeup,,,1,1,1,50,0.3,5,0.3,0,5,1
PC.2400.040,#N/A,#N/A,P.PC.780,#N/A,#N/A,0,Personal,,#N/A,,,0,0.8,0.3,,,,,,,
#N/A,PC.2400.040.050.F,"nails , other nail products spray",P.PC.780.018,nail products other|spray,0,1,Personal,I,Nail Makeup,,,0.5,0.5,0.5,50,0.3,5,0.3,0,5,1
#N/A,PC.2400.040.099.F,"nails , other nail products NOC",P.PC.780.018,nail products other|spray,0,1,Personal,I,Nail Makeup,,,0.5,0.5,0.5,50,0.3,5,0.3,0,5,1
PC.2000.190,#N/A,#N/A,P.PC.790,#N/A,#N/A,0,Personal,,#N/A,,,0.2,0.1,0,,,,,,,
#N/A,PC.2000.190.050.F,"hair styling and care , scalp treatment spray",P.PC.790.029,scalp treatment-spray,0,1,Personal,I,0,,,0.5,0.5,0.5,52,0.3,10,0.3,0,10,1
#N/A,PC.2000.190.099.F,"hair styling and care , scalp treatment NOC",P.PC.790.029,scalp treatment-spray,0,1,Personal,I,0,,,0.5,0.5,0.5,52,0.3,10,0.3,0,10,1
PC.2500.010,#N/A,#N/A,P.PC.800,#N/A,#N/A,0,Personal,,#N/A,,,0.02,0.2,0,,,,,,,
#N/A,PC.2500.010.050.F,"self-tanner , self-tanner spray",P.PC.800.029,self-tanner spray,0,1,Personal,I,Skin Makeup,,,0.5,0.5,0.5,12,0.3,20,0.3,0,5,1
#N/A,PC.2500.010.099.F,"self-tanner , self-tanner NOC",P.PC.800.029,self-tanner spray,0,1,Personal,I,Skin Makeup,,,0.5,0.5,0.5,12,0.3,20,0.3,0,5,1
PC.2600.010,#N/A,#N/A,P.PC.810,#N/A,#N/A,0,Personal,,#N/A,,,0.2,0.2,0,,,,,,,
#N/A,PC.2600.010.099.F,"sexual wellness , sexual wellness NOC",P.PC.810.000,sexual wellness,0,1,Personal,I,0,,,1,1,1,52,0.3,10,0.3,0,10,1
PC.2000.200,#N/A,#N/A,P.PC.820,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.2000.200.099.F,"hair styling and care , shampoo - dandruff NOC",P.PC.820.004,shampoo dandruff,0,1,Personal,I,Bathing,,,1,1,1,300,0,3,0.3,0,12,1
PC.2000.210,#N/A,#N/A,P.PC.820,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.2000.210.099.F,"hair styling and care , shampoo NOC",P.PC.820.004,shampoo dandruff,0,1,Personal,I,Bathing,,,1,1,1,300,0,3,0.3,0,12,1
PC.2700.070,#N/A,#N/A,P.PC.830,#N/A,#N/A,0,Personal,,#N/A,,,0.8,0.8,0.05,,,,,,,
#N/A,PC.2700.070.051.F,"shaving and hair removal , shaving cream  gel",P.PC.830.007,shaving cream gel,0,1,Personal,I,0,,,0.5,0.5,0.5,364,0,5,0.3,0,2,1
#N/A,PC.2700.070.099.F,"shaving and hair removal , shaving cream  NOC",P.PC.830.007,shaving cream gel,0,1,Personal,I,0,,,0.5,0.5,0.5,364,0,5,0.3,0,2,1
PC.2900.010,#N/A,#N/A,P.PC.840,#N/A,#N/A,0,Personal,,#N/A,,,0.88,0.88,1,,,,,,,
#N/A,PC.2900.010.050.F,"sunscreen , sunscreen  spray",P.PC.840.029,sunscreen spray,0,1,Personal,I,0,,,0.25,0.25,0.25,75,0.3,5,0.3,0,10,1
#N/A,PC.2900.010.099.F,"sunscreen , sunscreen  NOC",P.PC.840.029,sunscreen spray,0,1,Personal,I,0,,,0.25,0.25,0.25,75,0.3,5,0.3,0,10,1
#N/A,PC.2900.010.001.F,"sunscreen , sunscreen  child",P.PC.840.100,sunscreen children,0,1,Personal,I,0,,,0.25,0.25,0.25,75,0.3,5,0.3,0,10,1
#N/A,PC.2900.010.011.F,"sunscreen , sunscreen  child | spray",P.PC.840.101,sunscreen children|spray,0,1,Personal,I,0,,,0.25,0.25,0.25,75,0.3,5,0.3,0,10,1
PC.0900.060,#N/A,#N/A,P.PC.850,#N/A,#N/A,0,Personal,,#N/A,,,0.2,0.2,0,,,,,,,
#N/A,PC.0900.060.099.F,"dental care , teeth whitener NOC",P.PC.850.000,teeth whitener,0,1,Personal,I,Teeth care,,,1,1,1,12,0.3,30,0.3,0,20,1
PC.2300.160,#N/A,#N/A,P.PC.860,#N/A,#N/A,0,Personal,,#N/A,,,0.3,0.6,0.05,,,,,,,
#N/A,PC.2300.160.099.F,"make-up and related , toner NOC",P.PC.860.000,toner,0,1,Personal,I,0,,,1,1,1,204.4,0,10,0.3,0,2,1
PC.0900.070,#N/A,#N/A,P.PC.870,#N/A,#N/A,0,Personal,,#N/A,,,1,1,1,,,,,,,
#N/A,PC.0900.070.051.F,"dental care , toothpaste gel",P.PC.870.007,toothpaste gel,0,1,Personal,I,Teeth care,,,0.5,0.5,0.5,720,0,1,0.3,0,1,1
#N/A,PC.0900.070.099.F,"dental care , toothpaste NOC",P.PC.870.007,toothpaste gel,0,1,Personal,I,Teeth care,,,0.5,0.5,0.5,720,0,1,0.3,0,1,1
PC.2700.080,#N/A,#N/A,P.PC.880,#N/A,#N/A,0,Personal,,#N/A,,,0.02,0.2,0,,,,,,,
#N/A,PC.2700.080.099.F,"shaving and hair removal , waxing  NOC",P.PC.880.000,waxing,0,1,Personal,I,0,,,1,1,1,12,0.3,20,0.3,0,5,1
PE.0100.010,#N/A,#N/A,P.PE.010,#N/A,#N/A,0,Communal,,#N/A,0.01,,,,,,,,,,,
#N/A,PE.0100.010.050.F,"animal repellent , animal repellent  spray",P.PE.010.029,animal repellent spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,12,0.3,10,0.6,0,200,1
#N/A,PE.0100.010.099.F,"animal repellent , animal repellent  NOC",P.PE.010.029,animal repellent spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,12,0.3,10,0.6,0,200,1
